sentiment,reviews
-1,"OK, this was tough. It's not so much that the material is hard, but he is nitpicky. Like he'll knock off half your points for mislabeling something even if the rest was ok. He also included a question on each test that no one could answer (he even pointed that out when he gave tests back). The book we used was very inconsistent with lots of errors."
-1,HARD!! FOB!!!!!!!
1,assignments are key.
1,"He knows his stuff. Kind of unclear sometimes, you've got to sit close. Seems like he has sniffed a few too many chemicals though the guy is a bit out of it."
1,he curves tests
-1,Not much explanation. Very Interesting. Good stories and jokes. Ignores questions often. Answers to after class questions are stock.. repeat from lecture... more explanation is hard to get
0,Good all round.
1,"Awesome professor, definitely would take again"
1,"Ko is extremely helpful, willing to help students, and will gladly repeat a step if asked. Incredibly friendly, approachable and very knowledgeable."
-1,"Fun, helps students out but vague. Then sometimes changes mind on how to do your project the next week even when its too late. Confusing. I worked hard and final project was disappointing."
